timestamps,TP9,AF7,AF8,TP10,Right AUX
1681293173.971,-207.031,-923.340,16.602,-141.602,0.000
1681293173.975,-194.336,-832.520,22.949,-126.465,0.000
1681293173.979,-213.867,-895.508,0.488,-125.000,0.000
1681293173.983,-199.219,-1000.000,5.859,-112.305,0.000
1681293173.986,-176.270,-888.672,16.113,-98.145,0.000
1681293173.990,-161.133,-715.820,10.254,-104.980,0.000
1681293173.994,-172.363,-823.730,8.789,-113.281,0.000
1681293173.998,-173.828,-991.211,10.254,-90.332,0.000
1681293174.002,-151.367,-1000.000,12.695,-96.191,0.000
1681293174.006,-132.812,-860.840,15.137,-86.914,0.000
1681293174.010,-127.930,-803.711,10.254,-80.566,0.000
1681293174.014,-142.578,-914.062,5.371,-90.332,0.000
1681293174.018,-149.414,-747.559,12.207,-76.660,0.000
1681293174.022,-128.418,-522.949,12.695,-62.012,0.000
1681293174.026,-115.723,-689.453,-2.930,-41.016,0.000
1681293174.029,-102.539,-1000.000,6.836,-47.852,0.000
1681293174.033,-108.398,-749.023,15.625,-62.012,0.000
1681293174.037,-123.535,-425.781,6.348,-67.871,0.000
1681293174.041,-102.051,-698.730,0.977,-70.801,0.000
1681293174.045,-93.750,-990.723,0.488,-70.801,0.000
1681293174.049,-64.941,-700.684,5.859,-68.848,0.000
1681293174.053,-51.270,-441.895,6.348,-73.730,0.000
1681293174.057,-70.801,-795.898,-6.348,-81.543,0.000
1681293174.061,-62.988,-895.020,-12.695,-76.172,0.000
1681293174.065,-52.734,-472.168,-11.719,-71.777,0.000
1681293174.068,-62.500,-437.012,1.953,-56.641,0.000
1681293174.072,-38.086,-671.875,4.395,-60.059,0.000
1681293174.076,-36.621,-593.262,1.465,-64.453,0.000
1681293174.080,-46.387,-431.641,9.277,-62.500,0.000
1681293174.084,-33.691,-547.852,1.953,-53.711,0.000
1681293174.088,-57.617,-742.188,2.930,-44.434,0.000
1681293174.092,-60.059,-928.711,13.184,-45.898,0.000
1681293174.096,-47.363,-825.195,19.043,-53.223,0.000
1681293174.100,-55.176,-718.750,12.695,-59.570,0.000
1681293174.104,-41.504,-962.402,2.930,-49.805,0.000
1681293174.108,-39.551,-741.699,1.465,-52.734,0.000
1681293174.111,-39.062,-687.012,1.465,-44.434,0.000
1681293174.115,-39.551,-967.285,10.742,-23.438,0.000
1681293174.119,-79.590,-833.008,8.301,-41.992,0.000
1681293174.123,-64.941,-858.398,-9.277,-57.617,0.000
1681293174.127,-31.738,-857.422,-3.906,-60.059,0.000
1681293174.131,-24.414,-791.992,-1.953,-63.965,0.000
