timestamps,TP9,AF7,AF8,TP10,Right AUX
1681290751.181,-13.672,-38.574,-29.785,-17.578,0.000
1681290751.185,-21.484,-37.598,-30.762,-18.555,0.000
1681290751.189,-19.531,-38.086,-27.832,-27.344,0.000
1681290751.193,-22.461,-35.645,-32.715,-41.504,0.000
1681290751.197,-22.461,-39.551,-34.180,-42.480,0.000
1681290751.201,-12.695,-39.551,-21.973,-30.762,0.000
1681290751.205,-13.184,-39.551,-22.461,-25.391,0.000
1681290751.209,-17.578,-41.992,-31.250,-31.738,0.000
1681290751.212,-23.926,-39.551,-31.738,-38.574,0.000
1681290751.216,-32.227,-46.875,-33.691,-35.645,0.000
1681290751.220,-38.086,-48.340,-38.574,-32.227,0.000
1681290751.224,-32.227,-39.062,-35.156,-26.367,0.000
1681290751.228,-33.691,-43.945,-31.250,-21.973,0.000
1681290751.232,-42.969,-46.387,-33.691,-23.926,0.000
1681290751.236,-41.504,-40.527,-35.156,-31.250,0.000
1681290751.240,-35.156,-40.527,-30.762,-33.203,0.000
1681290751.244,-27.832,-44.434,-30.762,-22.461,0.000
1681290751.248,-30.273,-41.504,-28.809,-21.973,0.000
1681290751.251,-33.691,-35.156,-22.461,-30.762,0.000
1681290751.255,-39.551,-38.086,-24.414,-38.574,0.000
1681290751.259,-37.109,-43.457,-21.484,-33.691,0.000
1681290751.263,-24.902,-38.574,-15.137,-20.020,0.000
1681290751.267,-24.902,-32.715,-18.555,-21.973,0.000
1681290751.271,-31.738,-36.621,-26.367,-29.297,0.000
1681290751.275,-35.156,-36.621,-25.879,-28.809,0.000
1681290751.279,-31.250,-34.180,-27.344,-23.438,0.000
1681290751.283,-30.762,-41.016,-27.832,-21.973,0.000
1681290751.287,-39.062,-43.457,-19.043,-19.531,0.000
1681290751.291,-26.855,-41.504,-23.926,-14.160,0.000
1681290751.294,-18.555,-37.598,-30.273,-18.066,0.000
1681290751.298,-29.297,-40.039,-29.297,-18.066,0.000
1681290751.302,-22.461,-41.992,-32.715,-8.789,0.000
1681290751.306,-14.160,-41.016,-35.156,-8.789,0.000
1681290751.310,-15.137,-37.109,-37.598,-20.508,0.000
1681290751.314,-13.184,-40.527,-36.621,-29.785,0.000
1681290751.318,-20.996,-43.945,-32.715,-23.438,0.000
1681290751.322,-19.531,-40.039,-30.762,-8.789,0.000
1681290751.326,-10.742,-40.039,-31.738,-7.324,0.000
1681290751.330,-14.160,-41.016,-33.203,-19.531,0.000
1681290751.334,-22.461,-40.527,-33.691,-33.203,0.000
1681290751.337,-23.926,-40.527,-37.598,-29.785,0.000
1681290751.341,-18.066,-42.480,-38.574,-17.578,0.000
1681290751.345,-11.230,-45.898,-39.062,-13.672,0.000
1681290751.349,-18.066,-40.527,-39.062,-18.555,0.000
1681290751.353,-33.691,-37.109,-38.086,-29.785,0.000
1681290751.357,-30.273,-43.457,-36.133,-33.203,0.000
1681290751.361,-19.531,-44.922,-41.504,-25.879,0.000
1681290751.365,-16.602,-42.480,-46.875,-18.066,0.000
1681290751.369,-17.578,-46.387,-41.504,-21.484,0.000
1681290751.373,-26.367,-46.387,-40.527,-29.785,0.000
1681290751.376,-28.320,-40.527,-40.527,-19.531,0.000
1681290751.380,-23.438,-38.574,-41.504,-9.277,0.000
